0:0:0:0:0:0:0:1 - - [23/Aug/2020:10:14:08 +0100] "OPTIONS /api/v1.0/login HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:10:15:28 +0100] "POST /api/v1.0/entityelements/export/msan/geojson?file=false&page=1&limit=5&sort=createDate&dir=asc HTTP/1.1" 200 1131
0:0:0:0:0:0:0:1 - - [23/Aug/2020:10:18:55 +0100] "OPTIONS /api/v1.0/layers/count HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:10:18:55 +0100] "GET /api/v1.0/layers/count HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [23/Aug/2020:10:18:55 +0100] "OPTIONS /api/v1.0/layers?page=0&limit=10&sort=name&dir=asc HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:10:18:55 +0100] "GET /api/v1.0/layers?page=0&limit=10&sort=name&dir=asc HTTP/1.1" 200 4772
0:0:0:0:0:0:0:1 - - [23/Aug/2020:10:19:26 +0100] "OPTIONS /api/v1.0/entityelements/wilaya/csv HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:10:19:29 +0100] "POST /api/v1.0/entityelements/wilaya/csv HTTP/1.1" 200 2466
0:0:0:0:0:0:0:1 - - [23/Aug/2020:10:19:29 +0100] "OPTIONS /api/v1.0/layers/view/d2c334d4-b930-43f2-a5cc-bbc4e0031370 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:10:19:31 +0100] "POST /api/v1.0/layers/view/d2c334d4-b930-43f2-a5cc-bbc4e0031370 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:10:19:31 +0100] "OPTIONS /api/v1.0/resources HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:10:19:31 +0100] "GET /api/v1.0/resources HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [23/Aug/2020:10:19:34 +0100] "OPTIONS /api/v1.0/layers/d2c334d4-b930-43f2-a5cc-bbc4e0031370 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:10:19:34 +0100] "PUT /api/v1.0/layers/d2c334d4-b930-43f2-a5cc-bbc4e0031370 HTTP/1.1" 202 5343
0:0:0:0:0:0:0:1 - - [23/Aug/2020:10:19:35 +0100] "POST /api/v1.0/layers/view/d2c334d4-b930-43f2-a5cc-bbc4e0031370 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:10:19:38 +0100] "GET /api/v1.0/maps/count HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [23/Aug/2020:10:19:38 +0100] "GET /api/v1.0/maps?page=0&limit=14 HTTP/1.1" 200 5653
0:0:0:0:0:0:0:1 - - [23/Aug/2020:10:19:42 +0100] "GET /api/v1.0/layers/count HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [23/Aug/2020:10:19:42 +0100] "GET /api/v1.0/layers?page=0&limit=10&sort=name&dir=asc HTTP/1.1" 200 11548
0:0:0:0:0:0:0:1 - - [23/Aug/2020:10:19:45 +0100] "OPTIONS /api/v1.0/maps/b048d0a6-c786-414e-9b30-0c91a1e106cb?image=true HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:10:19:46 +0100] "PUT /api/v1.0/maps/b048d0a6-c786-414e-9b30-0c91a1e106cb?image=true HTTP/1.1" 202 12428
0:0:0:0:0:0:0:1 - - [23/Aug/2020:10:19:48 +0100] "OPTIONS /api/v1.0/maps/sort/b048d0a6-c786-414e-9b30-0c91a1e106cb HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:10:19:48 +0100] "PUT /api/v1.0/maps/sort/b048d0a6-c786-414e-9b30-0c91a1e106cb HTTP/1.1" 202 14423
0:0:0:0:0:0:0:1 - - [23/Aug/2020:10:19:54 +0100] "PUT /api/v1.0/maps/sort/b048d0a6-c786-414e-9b30-0c91a1e106cb HTTP/1.1" 202 17306
0:0:0:0:0:0:0:1 - - [23/Aug/2020:10:19:58 +0100] "OPTIONS /api/v1.0/entityelements/wilaya/wilaya HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:10:19:58 +0100] "GET /api/v1.0/entityelements/wilaya/wilaya HTTP/1.1" 200 3314
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:16:04 +0100] "OPTIONS /api/v1.0/layers/count HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:16:04 +0100] "GET /api/v1.0/layers/count HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:16:04 +0100] "OPTIONS /api/v1.0/layers?page=0&limit=10&sort=name&dir=asc HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:16:04 +0100] "GET /api/v1.0/layers?page=0&limit=10&sort=name&dir=asc HTTP/1.1" 200 17306
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:16:13 +0100] "OPTIONS /api/v1.0/entityelements/communes/geojson HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:16:33 +0100] "POST /api/v1.0/entityelements/communes/geojson HTTP/1.1" 200 2497
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:16:33 +0100] "OPTIONS /api/v1.0/layers/view/12bc3700-9823-4687-9e25-e71c6ee528cd HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:16:33 +0100] "POST /api/v1.0/layers/view/12bc3700-9823-4687-9e25-e71c6ee528cd HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:16:36 +0100] "OPTIONS /api/v1.0/resources HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:16:36 +0100] "GET /api/v1.0/resources HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:16:40 +0100] "OPTIONS /api/v1.0/layers/12bc3700-9823-4687-9e25-e71c6ee528cd HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:16:41 +0100] "PUT /api/v1.0/layers/12bc3700-9823-4687-9e25-e71c6ee528cd HTTP/1.1" 202 5370
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:16:41 +0100] "POST /api/v1.0/layers/view/12bc3700-9823-4687-9e25-e71c6ee528cd HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:16:43 +0100] "GET /api/v1.0/resources HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:16:44 +0100] "GET /api/v1.0/resources HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:17:31 +0100] "OPTIONS /api/v1.0/layers/12bc3700-9823-4687-9e25-e71c6ee528cd HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:17:33 +0100] "DELETE /api/v1.0/layers/12bc3700-9823-4687-9e25-e71c6ee528cd HTTP/1.1" 200 49
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:17:38 +0100] "GET /api/v1.0/resources HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:17:42 +0100] "OPTIONS /api/v1.0/maps/count HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:17:42 +0100] "GET /api/v1.0/maps/count HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:17:42 +0100] "OPTIONS /api/v1.0/maps?page=0&limit=14 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:17:42 +0100] "GET /api/v1.0/maps?page=0&limit=14 HTTP/1.1" 200 18187
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:18:08 +0100] "GET /api/v1.0/maps/count HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:18:08 +0100] "GET /api/v1.0/maps?page=0&limit=14 HTTP/1.1" 200 18187
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:18:11 +0100] "GET /api/v1.0/maps/count HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:18:11 +0100] "GET /api/v1.0/maps?page=0&limit=14 HTTP/1.1" 200 18187
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:18:14 +0100] "GET /api/v1.0/layers/count HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:18:14 +0100] "GET /api/v1.0/layers?page=0&limit=10&sort=name&dir=asc HTTP/1.1" 200 17306
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:20:39 +0100] "OPTIONS /api/v1.0/entityelements/communes/shp HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:21:00 +0100] "POST /api/v1.0/entityelements/communes/shp HTTP/1.1" 200 2789
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:21:00 +0100] "OPTIONS /api/v1.0/layers/view/e203b6ef-b7e1-4558-b99d-3fe0d00ae34b HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:21:00 +0100] "POST /api/v1.0/layers/view/e203b6ef-b7e1-4558-b99d-3fe0d00ae34b HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:22:38 +0100] "OPTIONS /api/v1.0/layers/e203b6ef-b7e1-4558-b99d-3fe0d00ae34b HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:22:39 +0100] "DELETE /api/v1.0/layers/e203b6ef-b7e1-4558-b99d-3fe0d00ae34b HTTP/1.1" 500 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:22:39 +0100] "DELETE /api/v1.0/layers/e203b6ef-b7e1-4558-b99d-3fe0d00ae34b HTTP/1.1" 200 49
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:22:42 +0100] "GET /api/v1.0/layers/count HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:22:42 +0100] "GET /api/v1.0/layers?page=0&limit=10&sort=name&dir=asc HTTP/1.1" 200 17306
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:23:08 +0100] "POST /api/v1.0/entityelements/communes/shp HTTP/1.1" 200 2789
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:23:08 +0100] "OPTIONS /api/v1.0/layers/view/ff57bb88-4833-4337-bb48-01fbd1e8c241 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:23:08 +0100] "POST /api/v1.0/layers/view/ff57bb88-4833-4337-bb48-01fbd1e8c241 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:24:35 +0100] "OPTIONS /api/v1.0/layers/ff57bb88-4833-4337-bb48-01fbd1e8c241 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:24:37 +0100] "DELETE /api/v1.0/layers/ff57bb88-4833-4337-bb48-01fbd1e8c241 HTTP/1.1" 200 49
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:26:03 +0100] "GET /api/v1.0/maps/count HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:26:03 +0100] "GET /api/v1.0/maps?page=0&limit=14 HTTP/1.1" 200 18187
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:26:08 +0100] "GET /api/v1.0/layers/count HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:26:08 +0100] "GET /api/v1.0/layers?page=0&limit=10&sort=name&dir=asc HTTP/1.1" 200 17306
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:26:23 +0100] "OPTIONS /api/v1.0/entityelements/communes/csv HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:26:27 +0100] "POST /api/v1.0/entityelements/communes/csv HTTP/1.1" 200 3042
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:26:27 +0100] "OPTIONS /api/v1.0/layers/view/ed00b4fd-5a24-4791-a4ea-0bbbc8db7182 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:26:28 +0100] "POST /api/v1.0/layers/view/ed00b4fd-5a24-4791-a4ea-0bbbc8db7182 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:26:31 +0100] "GET /api/v1.0/resources HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:26:42 +0100] "OPTIONS /api/v1.0/layers/ed00b4fd-5a24-4791-a4ea-0bbbc8db7182 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:26:42 +0100] "PUT /api/v1.0/layers/ed00b4fd-5a24-4791-a4ea-0bbbc8db7182 HTTP/1.1" 202 5921
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:26:42 +0100] "POST /api/v1.0/layers/view/ed00b4fd-5a24-4791-a4ea-0bbbc8db7182 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:26:47 +0100] "GET /api/v1.0/maps/count HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:26:47 +0100] "GET /api/v1.0/maps?page=0&limit=14 HTTP/1.1" 200 18187
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:26:56 +0100] "OPTIONS /api/v1.0/entityelements/wilaya/wilaya HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:26:56 +0100] "GET /api/v1.0/entityelements/wilaya/wilaya HTTP/1.1" 200 3314
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:26:59 +0100] "GET /api/v1.0/layers/count HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:26:59 +0100] "GET /api/v1.0/layers?page=0&limit=10&sort=name&dir=asc HTTP/1.1" 200 24660
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:26:59 +0100] "GET /api/v1.0/layers/count HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:26:59 +0100] "GET /api/v1.0/layers?page=0&limit=10&sort=name&dir=asc HTTP/1.1" 200 24660
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:27:02 +0100] "OPTIONS /api/v1.0/maps/b048d0a6-c786-414e-9b30-0c91a1e106cb?image=true HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:27:02 +0100] "PUT /api/v1.0/maps/b048d0a6-c786-414e-9b30-0c91a1e106cb?image=true HTTP/1.1" 202 25540
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:27:06 +0100] "OPTIONS /api/v1.0/maps/sort/b048d0a6-c786-414e-9b30-0c91a1e106cb HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:27:06 +0100] "PUT /api/v1.0/maps/sort/b048d0a6-c786-414e-9b30-0c91a1e106cb HTTP/1.1" 202 28976
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:27:08 +0100] "PUT /api/v1.0/maps/sort/b048d0a6-c786-414e-9b30-0c91a1e106cb HTTP/1.1" 202 33297
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:28:07 +0100] "GET /api/v1.0/layers/count HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:28:07 +0100] "GET /api/v1.0/layers?page=0&limit=10&sort=name&dir=asc HTTP/1.1" 200 33297
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:28:10 +0100] "GET /api/v1.0/resources HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:29:40 +0100] "GET /api/v1.0/maps/count HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:29:41 +0100] "GET /api/v1.0/maps?page=0&limit=14 HTTP/1.1" 200 34178
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:29:43 +0100] "OPTIONS /api/v1.0/entityelements/communes/communes HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:29:43 +0100] "GET /api/v1.0/entityelements/wilaya/wilaya HTTP/1.1" 200 3314
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:29:43 +0100] "GET /api/v1.0/entityelements/communes/communes HTTP/1.1" 200 95704
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:31:28 +0100] "GET /api/v1.0/layers/count HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:31:28 +0100] "GET /api/v1.0/layers?page=0&limit=10&sort=name&dir=asc HTTP/1.1" 200 33297
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:31:35 +0100] "GET /api/v1.0/resources HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:31:44 +0100] "PUT /api/v1.0/layers/ed00b4fd-5a24-4791-a4ea-0bbbc8db7182 HTTP/1.1" 202 11676
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:31:44 +0100] "POST /api/v1.0/layers/view/ed00b4fd-5a24-4791-a4ea-0bbbc8db7182 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:31:49 +0100] "GET /api/v1.0/maps/count HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:31:49 +0100] "GET /api/v1.0/maps?page=0&limit=14 HTTP/1.1" 200 37051
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:31:53 +0100] "OPTIONS /api/v1.0/entityelements/commune/commune HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:31:53 +0100] "GET /api/v1.0/entityelements/wilaya/wilaya HTTP/1.1" 200 3314
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:31:53 +0100] "GET /api/v1.0/entityelements/commune/commune HTTP/1.1" 200 246876
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:33:04 +0100] "OPTIONS /api/v1.0/resources/count HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:33:04 +0100] "GET /api/v1.0/resources/count HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:33:04 +0100] "OPTIONS /api/v1.0/resources?page=0&limit=10&sort=name&dir=asc HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:33:04 +0100] "GET /api/v1.0/resources?page=0&limit=10&sort=name&dir=asc HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:33:17 +0100] "OPTIONS /api/v1.0/settings/count HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:33:17 +0100] "GET /api/v1.0/settings/count HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:33:17 +0100] "OPTIONS /api/v1.0/settings?page=0&limit=10&sort=code&dir=asc HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:33:17 +0100] "GET /api/v1.0/settings?page=0&limit=10&sort=code&dir=asc HTTP/1.1" 200 1422
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:33:17 +0100] "GET /api/v1.0/layers/count HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:33:18 +0100] "GET /api/v1.0/layers?page=0&limit=10&sort=name&dir=asc HTTP/1.1" 200 36169
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:33:18 +0100] "GET /api/v1.0/settings/count HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:33:18 +0100] "GET /api/v1.0/settings?page=0&limit=10&sort=code&dir=asc HTTP/1.1" 200 1422
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:33:19 +0100] "GET /api/v1.0/resources/count HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:33:19 +0100] "GET /api/v1.0/resources?page=0&limit=10&sort=name&dir=asc HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:50:26 +0100] "OPTIONS /api/v1.0/resources/ HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [23/Aug/2020:11:50:26 +0100] "POST /api/v1.0/resources/ HTTP/1.1" 400 14345
